Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
PDEX,"Pro-Dex, Inc.",5.12,21229818.88,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pdex
IPDN,"Professional Diversity Network, Inc.",0.67,9722343.2,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ipdn
PFIE,"Profire Energy, Inc.",1.2,63990258,n/a,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/pfie
PGNX,Progenics Pharmaceuticals Inc.,6.09,426210519.6,n/a,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pgnx
PRGS,Progress Software Corporation,27.02,1309840191,n/a,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/prgs
DNAI,"ProNAi Therapeutics, Inc.",1.85,56101479.4,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dnai
PFPT,"Proofpoint, Inc.",76.62,3220688600,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/pfpt
PRPH,"ProPhase Labs, Inc.",1.94,33136705.44,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prph
PRQR,ProQR Therapeutics N.V.,5.48,127940770.9,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prqr
BIB,ProShares Ultra Nasdaq Biotechnology,49.32,498132000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bib
UBIO,Proshares UltraPro Nasdaq Biotechnology,29.92,40389456.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubio
TQQQ,ProShares UltraPro QQQ,124.4,1001420000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tqqq
ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,20.87,8348020.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/zbio
SQQQ,ProShares UltraPro Short QQQ,13.91,648887965.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqqq
BIS,ProShares UltraShort Nasdaq Biotechnology,31.17,68106387.66,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bis
PSEC,Prospect Capital Corporation,7.97,2851067421,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/psec
PTGX,"Protagonist Therapeutics, Inc.",14.33,233916485.8,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptgx
PRTO,"Proteon Therapeutics, Inc.",8.3,137638891.7,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/prto
PTI,"Proteostasis Therapeutics, Inc.",12.88,247077542.3,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pti
PRTA,Prothena Corporation plc,58.415,2009235097,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prta
PWX,Providence and Worcester Railroad Company,24.88,121080833.8,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/pwx
PVBC,"Provident Bancorp, Inc.",16.09,152834437,n/a,2015,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pvbc
PROV,"Provident Financial Holdings, Inc.",19.33,153227247.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/prov
PBIP,"Prudential Bancorp, Inc.",14.94,120200427.4,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/pbip
PSDV,pSivida Corp.,3.53,120644806.5,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/psdv
PMD,Psychemedics Corporation,19.91,108703025.2,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/pmd
PTC,PTC Inc.,43.25,4971850330,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ptc
PTCT,"PTC Therapeutics, Inc.",9.11,311996720.1,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptct
PULM,"Pulmatrix, Inc.",1.59,23296535.31,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pulm
PLSE,"Pulse Biosciences, Inc",5.79,77095569.63,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/plse
PCYO,Pure Cycle Corporation,5.05,119958194.9,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/pcyo
IMED,PureFunds ETFx HealthTech ETF,25.0237,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imed
FINQ,Purefunds Solactive FinTech ETF,24.91,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/finq
PXS,Pyxis Tankers Inc.,3.08,56295910.44,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/pxs
QADA,QAD Inc.,20.99,415833687.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qada
QADB,QAD Inc.,19.14,379183267.3,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qadb
QCRH,"QCR Holdings, Inc.",31.39,410028171,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/qcrh
QGEN,Qiagen N.V.,26.6,6224400000,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/qgen
QIWI,QIWI plc,15.47,694524505.2,44894926,2013,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qiwi
QLTI,QLT Inc.,1.58,83470448.84,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/qlti
QRVO,"Qorvo, Inc.",55.76,7131501647,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/qrvo
QCOM,QUALCOMM Incorporated,62.99,92825111771,n/a,1991,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/qcom
QSII,"Quality Systems, Inc.",11.48,706094424.8,n/a,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/qsii
QBAK,Qualstar Corporation,3.5,7147070,n/a,2000,Technology,Electronic Components,http://www.nasdaq.com/symbol/qbak
QLYS,"Qualys, Inc.",36.56,1293256513,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qlys
QRHC,Quest Resource Holding Corporation.,2.28,33845464.56,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/qrhc
QUIK,QuickLogic Corporation,0.84,56938292.88,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/quik
QDEL,Quidel Corporation,21.56,698378613.2,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qdel
QPAC,Quinpario Acquisition Corp. 2,9.9,433125000,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/qpac
QPACU,Quinpario Acquisition Corp. 2,10.1,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/qpacu
QPACW,Quinpario Acquisition Corp. 2,0.1695,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/qpacw
QNST,"QuinStreet, Inc.",3.23,147773969.7,n/a,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qnst
QUMU,Qumu Corporation,2.65,24465833.5,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qumu
QUNR,Qunar Cayman Islands Limited,28.93,1894329862,65479774,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/qunr
QTNT,Quotient Limited,8.06,237640637,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qtnt
RRD,R.R. Donnelley & Sons Company,15.81,3312195000,n/a,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd
RADA,Rada Electronics Industries Limited,1.12,9217668.32,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rada
RDCM,Radcom Ltd.,18.86,213412027.4,n/a,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rdcm
ROIA,"Radio One, Inc.",3.09,150060665,n/a,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/roia
ROIAK,"Radio One, Inc.",3.08,149575031.8,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/roiak
RSYS,RadiSys Corporation,5.54,212069781.8,n/a,1995,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rsys
RDUS,"Radius Health, Inc.",55.12,2374720629,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdus
RDNT,"RadNet, Inc.",6.99,324562504,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/rdnt
RDWR,Radware Ltd.,13.79,617500300.1,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rdwr
RMBS,"Rambus, Inc.",13.03,1431952828,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rmbs
RAND,Rand Capital Corporation,3.43,21706885.34,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rand
RLOG,"Rand Logistics, Inc.",0.82,15175817.08,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rlog
GOLD,Randgold Resources Limited,96.48,3889807026,40317237,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gold
RNDB,"Randolph Bancorp, Inc.",12.64,74180696.64,n/a,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/rndb
RPD,"Rapid7, Inc.",16.53,695494741.4,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rpd
RPTP,Raptor Pharmaceutical Corp.,8.99,766908015.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rptp
RAVE,"Rave Restaurant Group, Inc.",3.86,39934135.66,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/rave
RAVN,"Raven Industries, Inc.",22.0199,796213292.2,n/a,n/a,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ravn
ROLL,RBC Bearings Incorporated,74.33,1765517527,n/a,2005,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/roll
TALL,RBC S&P 500 Trend Allocator Index ETN,21.39,0,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tall
RICK,"RCI Hospitality Holdings, Inc.",11.25,110623680,n/a,1995,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rick
RCMT,"RCM Technologies, Inc.",6,73771164,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rcmt
RDI,Reading International Inc,13.38,312220895.1,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdi
RDIB,Reading International Inc,14.25,320377121.3,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdib
RGSE,"Real Goods Solar, Inc.",2.6,1723321.6,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/rgse
RELY,"Real Industry, Inc. ",6.35,185811071.1,n/a,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/rely
RNWK,"RealNetworks, Inc.",4.49,165229916.6,n/a,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/rnwk
RP,"RealPage, Inc.",25.21,2023485087,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp
RETA,"Reata Pharmaceuticals, Inc.",29.56,0,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reta
UTES,Reaves Utilities ETF,30.86,13887123.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/utes
DAX,Recon Capital DAX Germany ETF,24.22,14532000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dax
QYLD,Recon Capital NASDAQ-100 Covered Call ETF,22.1512,17720960,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qyld
RCON,"Recon Technology, Ltd.",1.18,6848725.9,n/a,2009,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/rcon
REPH,"Recro Pharma, Inc.",9.5,93763242.5,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reph
RRGB,"Red Robin Gourmet Burgers, Inc.",46.46,617340362.8,n/a,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rrgb
RRR,"Red Rock Resorts, Inc.",21.49,892328324.4,n/a,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/rrr
RDHL,Redhill Biopharma Ltd.,14.6297,94207192.41,6439448,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdhl
REGN,"Regeneron Pharmaceuticals, Inc.",408.63,43026493987,n/a,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/regn
RGNX,REGENXBIO Inc.,14.35,379778188.7,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgnx
RGLS,Regulus Therapeutics Inc.,3.23,170609653,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgls
REIS,"Reis, Inc",20.25,229358101.5,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/reis
RELV,"Reliv&#39; International, Inc.",0.82,10593670.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/relv
MARK,"Remark Media, Inc.",4.27,88427575.18,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/mark
RNST,Renasant Corporation,33.81,1422930162,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rnst
REGI,"Renewable Energy Group, Inc.",8.07,312141152.1,n/a,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/regi
RNVA,"Rennova Health, Inc.",0.25,10587850,n/a,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/rnva
RNVAZ,"Rennova Health, Inc.",0.0725,0,n/a,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/rnvaz
RCII,Rent-A-Center Inc.,12.35,655985823.4,n/a,1995,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii
RTK,"Rentech, Inc.",3.17,73507998.31,n/a,1991,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rtk
RGEN,Repligen Corporation,33.2,1121712364,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgen
RPRX,Repros Therapeutics Inc.,2.14,52043610.16,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprx
RBCAA,"Republic Bancorp, Inc.",29.96,625026928.1,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/rbcaa
FRBK,"Republic First Bancorp, Inc.",4.18,158494640,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frbk
REFR,Research Frontiers Incorporated,2.87,69005838.02,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/refr
RESN,Resonant Inc.,5.8,55625630.8,n/a,2014,Technology,Semiconductors,http://www.nasdaq.com/symbol/resn
RECN,"Resources Connection, Inc.",14,507441914,n/a,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/recn
ROIC,Retail Opportunity Investments Corp.,21.46,2336321551,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roic
SALE,"RetailMeNot, Inc.",11.08,539336085.4,n/a,2013,Consumer Services,Advertising,http://www.nasdaq.com/symbol/sale
RTRX,"Retrophin, Inc.",24.25,890729951,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rtrx
RVNC,"Revance Therapeutics, Inc.",16.74,476837811.9,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rvnc
RVEN,"Reven Housing REIT, Inc.",5.58,56462267.88,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rven
RVLT,"Revolution Lighting Technologies, Inc.",7.37,153169604.5,n/a,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/rvlt
RWLK,ReWalk Robotics Ltd,5.73,71522776.8,n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rwlk
REXX,Rex Energy Corporation,0.5,47665814.5,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rexx
RFIL,"RF Industries, Ltd.",1.79,15815514.57,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/rfil
RGCO,RGC Resources Inc.,24.27,115978733.5,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/rgco
RIBT,RiceBran Technologies,1.36,14411906.4,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribt
RIBTW,RiceBran Technologies,0.36,0,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribtw
RELL,"Richardson Electronics, Ltd.",6.67,85666565.21,n/a,1983,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rell
RIGL,"Rigel Pharmaceuticals, Inc.",3.5,331063750.5,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rigl
NAME,"Rightside Group, Ltd.",8.26,159465172.9,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/name
RNET,"RigNet, Inc.",13.47,239850106.7,n/a,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rnet
RTTR,"Ritter Pharmaceuticals, Inc.",1.37,11760985.57,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rttr
RVSB,Riverview Bancorp Inc,5.09,114565160.1,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rvsb
RLJE,"RLJ Entertainment, Inc.",2,10112466,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rlje
RMGN,RMG Networks Holding Corporation,0.831,30648976.07,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rmgn
ROBO,ROBO Global Robotics and Automation Index ETF,27.01,124246000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/robo
FUEL,Rocket Fuel Inc.,2.81,124912609.7,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fuel
RMTI,"Rockwell Medical, Inc.",6.85,352959107.5,n/a,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti
RCKY,"Rocky Brands, Inc.",10.31,77167195.14,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/rcky
RMCF,"Rocky Mountain Chocolate Factory, Inc.",10.11,58711681.68,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/rmcf
RSTI,"Rofin-Sinar Technologies, Inc.",32.15,913523056.5,n/a,1996,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rsti
ROKA,"Roka Bioscience, Inc.",0.785,14039097.79,n/a,2014,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/roka
ROSG,Rosetta Genomics Ltd.,0.8915,18590259.61,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
ROST,"Ross Stores, Inc.",61.93,24560187695,n/a,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",2.42,67678707.36,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rbpaa
RGLD,"Royal Gold, Inc.",75.56,4931761607,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld
RPXC,RPX Corporation,10.52,521370148,n/a,2011,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rpxc
RTIX,"RTI Surgical, Inc.",3.15,184014800.6,n/a,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
RBCN,"Rubicon Technology, Inc.",0.6189,16604797.35,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn
RUSHA,"Rush Enterprises, Inc.",22.93,909436658.7,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rusha
RUSHB,"Rush Enterprises, Inc.",23.73,941165805.1,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rushb
RUTH,"Ruth&#39;s Hospitality Group, Inc.",14.95,488660409.3,n/a,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ruth
RXII,RXi Pharmaceuticals Corporation,2.19,14366062.74,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxii
RYAAY,Ryanair Holdings plc,76.81,8110656629,105593759,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ryaay
STBA,"S&T Bancorp, Inc.",28.54,996512857.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stba
SANW,S&W Seed Company,4.87,0,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanw
SCACU,Saban Capital Acquisition Corp.,10.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scacu
SBRA,"Sabra Healthcare REIT, Inc.",23.3,1521217763,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbra
SBRAP,"Sabra Healthcare REIT, Inc.",26.7654,153901050,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbrap
SABR,Sabre Corporation,27,7507888461,n/a,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sabr
SAEX,"SAExploration Holdings, Inc.",8.29,77457722.77,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/saex
SAFT,"Safety Insurance Group, Inc.",65.98,1000129723,n/a,2002,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/saft
SAGE,"Sage Therapeutics, Inc.",43.91,1409248418,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sage
SAIA,"Saia, Inc.",30.69,773614522.9,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/saia
SAJA,"Sajan, Inc.",4.2,20087520.6,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/saja
SALM,"Salem Media Group, Inc.",5.94,153308732.9,n/a,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/salm
SAL,"Salisbury Bancorp, Inc.",32.17,88730843.62,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal
SAFM,"Sanderson Farms, Inc.",94.31,2129393236,n/a,1987,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm
SASR,"Sandy Spring Bancorp, Inc.",30.33,724209063.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sasr
SGMO,"Sangamo BioSciences, Inc.",4.58,323432217,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgmo
SANM,Sanmina Corporation,27.56,2036837509,n/a,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm
GCVRZ,Sanofi,0.27,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gcvrz
SPNS,Sapiens International Corporation N.V.,13.52,659232239.1,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns
SRPT,"Sarepta Therapeutics, Inc.",28.15,1348371826,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srpt
SBFG,"SB Financial Group, Inc.",12.77,62466638.67,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfg
SBFGP,"SB Financial Group, Inc.",13,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfgp
SBAC,SBA Communications Corporation,108.34,13500832653,n/a,1999,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/sbac
SCSC,"ScanSource, Inc.",34.66,888190436,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc
SMIT,"Schmitt Industries, Inc.",1.59,4763496.9,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/smit
SCHN,"Schnitzer Steel Industries, Inc.",17.89,479162647.1,n/a,1993,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/schn
SCHL,Scholastic Corporation,39.08,1341016405,n/a,1992,Consumer Services,Books,http://www.nasdaq.com/symbol/schl
SCLN,"SciClone Pharmaceuticals, Inc.",10.46,522365852,n/a,1992,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scln
SGMS,Scientific Games Corp,10.64,931251838.2,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
SNI,"Scripps Networks Interactive, Inc",59.88,7727355378,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sni
SCYX,"SCYNEXIS, Inc.",3.25,76130408.25,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scyx
SEAC,"SeaChange International, Inc.",2.85,100273325.6,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/seac
SBCF,Seacoast Banking Corporation of Florida,16.35,621185762.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf
STX,Seagate Technology PLC,36.4,10869376008,n/a,2002,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,2.79,10893507.57,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ship
SRSC,Sears Canada Inc. ,2.45,249600271.9,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/srsc
SHLD,Sears Holdings Corporation,12.12,1295906396,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld
SHLDW,Sears Holdings Corporation,3.2,0,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shldw
SHOS,"Sears Hometown and Outlet Stores, Inc.",5.33,121076983.6,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shos
SPNE,SeaSpine Holdings Corporation,9.96,111609678.4,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/spne
SGEN,"Seattle Genetics, Inc.",53.65,7538707596,n/a,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen
EYES,"Second Sight Medical Products, Inc.",3.25,137148225.5,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyes
SCWX,SecureWorks Corp.,12.72,1026137015,n/a,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/scwx
SNFCA,Security National Financial Corporation,5.85,86894273.7,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/snfca
